№|ID|серійний номер|адреса|місто|особливості|опис 4 зони|банк|модель|виробник|контактна особа|область|дата отримання ключа|наявність ключа|доступ|сигналізація|зарплатний проект|інкасація|flm|slm|розміщення|vip
785|9885|5300303372|смт. Якимівка, вул. Центральна, 68 (2-й АТМ)|Якимівка|FLM-5;SLM-5||ALFA|ProCash 2050|WINCOR|067 590 70 65 оператор відділення Людмила Старик|Запорізька||0|0|0|1|УСБ ВТ|Реноме-Смарт 6|Реноме-Смарт 10|Відділення Якимівське|1
786|9886|13-41353556|м. Гірське, вул. Куйбишева, 21|Гірське|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 093 744 81 43|Луганська||0|0|1|0|ОщадБанк|PRINTEC 8|PRINTEC 12|Шахта Гірська|1
787|9889|13-39729932|м. Одеса, вул. Катерининська, 11 (2-й АТМ)|Одеса|FLM-5;SLM-5||ALFA|PersonaS 87|NCR|067 939 26 37 зав.  каси Олена|Одеська||0|0|0|1|Альфа|PRINTEC 4|PRINTEC 8|Відділення Одеське|1
788|9892|5300356840|м. Ужгород, пл. Поштова, 3|Ужгород|FLM-7;SLM-5||ALFA|ProCash 2050|WINCOR|Link: Радіоконект|Закарпатська||0|0|1|0|ОщадБанк|Реноме-Смарт 3|Реноме-Смарт 6|Мерія|1
789|9896|5300199766|м. Чернівці, вул. Головна, 141|Чернівці|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект 067 219 37 05 Інкасація (Олег)|Чернівецька||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТОВ Бізнес-центр Буковина|1
790|9898|13-41353867|м. Краматорськ, вул. Ордженикидзе, 5 (1-й АТМ)|Краматорськ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 050 109 63 58 зав.  каси по Краматорську Тетяна, 093 004 79 33|Донецька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ПАТ НКМЗ|1
791|9899|5300186274|м. Сєвєродонецьк, вул. Федоренко, 31/1|Сєвєродонецьк|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR|067 248 61 66 директор відділення Юлія Олександрівна, 095 391 22 22, 095 850 60 36 Світлана|Луганська||0|0|0|1|Альфа|Реноме-Смарт 6|Реноме-Смарт 10|Відділення Сєвєродонецьке|1
792|9902|5300232612|м. Київ, бул. Перова, 32 (2-й АТМ)|Київ|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR||Київська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Київське №10|1
793|9903|5300339726|м. Київ, вул. Десятинна, 4/6|Київ|FLM-5;SLM-5||ALFA|ProCash 2000|WINCOR|096 737 50 08 зав. каси Людмила|Київська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Каса ГО А-Клуб|0
794|9904|5300200966|м. Одеса, вул. Щепкіна, 6|Одеса|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR|067 248 56 39 Людмила, 067 248 60 24|Одеська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення (ІКЦ)|1
795|9907|13-40821776|м. Київ, пр. Степана Бандери, 9 (5-й АТМ)|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 098 715 07 72 директор відділення Іван Юрійович|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|Бізнес-центр Форум (цоколь)|0
796|9908|13-40821775|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 067 248 58 43|Донецька||0|0|1|1|Пумб|PRINTEC 8|PRINTEC 12|Аптека Арніка|1
797|9910|13-40821774|м. Коростень, вул. Жовтнева, 11Б|Коростень|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Житомирська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Завод МДФ|0
798|9911|5300347736|м. Стрий, пр. Шевченка, 71А (1-й АТМ)|Стрий|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR|067 67 68 900 Хомяк Роман|Львівська||0|0|0|1|УСБ ВТ,ЧТ|Реноме-Смарт 6|Реноме-Смарт 10|Відділення Стрийське|1
799|9913|5300347761|м. Вінниця, вул. Келецька, 53 (2-й АТМ)|Вінниця|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR|067 584 19 00 Наталя|Вінницька||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Вінницьке №3|1
800|9914|5300356854|м. Торецьк, вул. Дружби, 26А (2-й АТМ)|Торецьк|FLM-5;SLM-5||ALFA|ProCash 2050|WINCOR|050 809 15 34 зав. каси Сороченко Наталія|Донецька|04.12.2017|0|0|0|1|УСБ Краматорск ВТ,ЧТ|Реноме-Смарт 6|Реноме-Смарт 10|Відділення Торецьке|1
801|9920|13-41353288|м. Лозова, вул. Свободи, 24 (1-й АТМ)|Лозова|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 067 248 52 38 менеджер ЗП Олександр|Харківська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ЛКМЗ (З прохідна)|0
802|9921|13-40821785|м. Київ, вул. Дегтярівська, 53|Київ|FLM-7;SLM-5 ACCESS.. Вхід через пункт охорони.||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Київстар|1
803|9925|13-41353296|м. Лозова, вул. Свободи, 24 (2-й АТМ)|Лозова|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 067 248 52 38 менеджер ЗП Олександр|Харківська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ЛКМЗ (4 прохідна)|1
804|9926|5300515786|м. Харків, Шосе Григорівське, 88|Харків|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект 067 248 55 24 менеджер ЗП|Харківська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|ПАТ Новий стиль|0
805|9928|5300337508|м. Нова Каховка, вул. Першотравнева, 17|Нова Каховка|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR|Link: Радіоконект|Херсонська|15.04.2019|0|0|0|1|УСБ СР,ПТ|Реноме-Смарт 6|Реноме-Смарт 10|ТОВ Генрі Груп|1
806|9929|13-40823305|м. Новогродівка, вул. Шахтна, 1 (1-й АТМ)|Новогродівка|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Донецька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Шахта 3 Новогродівська|0
807|9930|13-40823300|м. Харків, вул. Культури, 8|Харків|FLM-5;SLM-5 ДОСТУП ДО АТМ з 12:00||ALFA|PersonaS 77|NCR|Link: Радіоконект|Харківська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|ТОВ Роял Тайм|1
808|9932|13-41353873|м. Київ, Венеціанський острів, 1|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Баккара-Плюс|1
809|9933|5300499837|м. Одеса, аеропорт Центральний, 2|Одеса|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Одеська|04.04.2018|0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|Аеропорт|0
810|9936|13-41354236|м. Київ, вул. Старонаводницька, 13|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|Клініка сімейної медицини Здравиця|1
811|9940|13-41376433|м. Львів, вул. Шевченка, 111А|Львів|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Львівська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|ТОВ Вимпел глобал сервісиз Україна|1
812|9941|5300339748|м. Тернопіль, вул. Винниченка, 9|Тернопіль|FLM-5;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект 067 926 84 49 менеджер ЗП|Тернопільська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТОВ Мрія Трейдинг|1
813|9943|13-41354243|м. Київ, вул. Набережно-Хрещатицька, 1А|Київ|FLM-7;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|Готель Fairmont|0
814|9947|13-41354240|м. Бердянськ, пр. Східний, 97|Бердянськ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 050 100 40 77 зав.каси відділення|Запорізька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Бердянськводоканал БМР|1
815|9948|13-41376383|м. Луцьк, пр. Волі, 7 (3-й АТМ)|Луцьк|FLM-5;SLM-5 0984531456 - мережевик||ALFA|PersonaS 77|NCR|067 248 59 49 директор відділення Наталія Миколаївна, 050 858 1221 Ілона|Волинська||0|0|0|1|УСБ|PRINTEC 4|PRINTEC 8|Відділення Луцьке|1
816|9951|13-41354242|смт. Великий Бичків, вул. Промислова, 39|Великий Бичків|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 095 406 09 00 менеджер ЗП Наталія,  095 623 85 95 Вероніка Молнар|Закарпатська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ДП Великобичківське лісомисливське господарство|1
817|9953|13-41376359|м. Маріуполь, бул. 50 років СРСР, 77|Маріуполь|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 096 232 36 45 касир|Донецька||0|0|1|1|ОщадБанк|PRINTEC 8|PRINTEC 12|Магазин Брусничка|1
818|9955|5300265280|м. Київ, вул. Медова, 2|Київ|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|Міжнародний аеропорт Київ|0
819|9956|13-41353291|м. Київ, вул. Гната Хоткевича, 20 (2-й АТМ)|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 050 44 25 480|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|ТОВ Євро-Реконструкція|1
820|9960|13-41354246|м. Новогродівка, вул. 40 років Жовтня, 36|Новогродівка|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Донецька||0|0|1|1|УСБ|PRINTEC 8|PRINTEC 12|Магазин Центральний|1
821|9961|13-41354245|м. Кам'янське, пр. Свободи, 3 (4-й АТМ)|Кам'янське|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Дніпропетровська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ТОВ Дніпровський металургійний комбінат|0
822|9963|13-41354247|м. Київ, вул. Електротехнічна, 9|Київ|FLM-7;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Київгаз|1
823|9965|13-41376357|м. Вугледар, вул. Магістральна, 4|Вугледар|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 096 232 36 45|Донецька||0|0|1|0|Пумб|PRINTEC 8|PRINTEC 12|ДП Шахтоуправління Південнодонбаське №1|1
824|9967|13-41376361|с. Білогородка, вул. Компресорна, 3|Білогородка|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Міжнародна логістична компанія|1
825|9969|13-41376385|м. Київ, вул. Радищева, 3|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Креома-Фарм|1
826|9975|5300348377|м. Ужгород, вул. Духновича, 2|Ужгород|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR||Закарпатська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Ужгородське №2|1
827|9976|13-41376410|м. Вінниця, вул. Соборна,10|Вінниця|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 067 591 66 89 заідуюча вкаси Зоя Віталіївна,  091 114 74 17|Вінницька||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Укртелеком|1
828|9977|13-41376362|м. Київ, Харківське Шосе, 121|Київ|FLM-7;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|КМКЛ №1 (біля охорони)|0
829|9978|13-41376413|м. Краматорськ, вул. Ордженикидзе, 5 (2-й АТМ)|Краматорськ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 050 109 63 58 зав.  каси по Краматорську Тетяна|Донецька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ПАТ НКМЗ|1
830|9979|13-41376356|м. Київ, вул. Рибальська, 22|Київ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|Альфа Страхування|1
831|9980|5300290684|м. Київ, вул. Кіквідзе, 4Б|Київ|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект 067 511 82 18 менеджер ЗП Мар’яна|Київська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|Київгаз|0
832|9981|13-41842305|м. Краматорськ, завод Енергомашспецсталь (4-й АТМ)|Краматорськ|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 050 109 63 58 зав.  каси по Краматорську Тетяна|Донецька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Завод Енергомашспецсталь|1
833|9986|5300714477|м. Харків, вул. Ромашкіна, 1|Харків|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Харківська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|Аеропорт|0
834|9988|13-41376403|м. Новогродівка, вул. Степова, 1 (2-й АТМ)|Новогродівка|FLM-5;SLM-5 Немає файлового обміну (Не можемо зайти на диск С та опитати екран)||ALFA|PersonaS 77|NCR|Link: Радіоконект 067 248 61 98 зав. каси Олена (Селідово), 050 98 550 22|Донецька||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ГП Селидіввугілля|1
835|9991|13-41376392|м. Дніпро, пр. Слобожанський, 40А (3-й АТМ)|Дніпро|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|067 248 59 33 директор відділення Євгеній Костянтинович|Дніпропетровська||0|0|0|1|УСБ|PRINTEC 4|PRINTEC 8|Відділення Дніпровське №4|1
836|9996|13-41376394|с. Нижнє Солотвино, 226|Нижнє Солотвино|FLM-5;SLM-5||ALFA|PersonaS 77|NCR|Link: Радіоконект 095 623 85 95 зав. Каси Вероніка, 068 542 64 56 контроллер|Закарпатська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|ТЗОВ Термал-Стар|1
